Next on his checklist is wax to stick the feathers together and colors to paint them. He needs a total of 49 g of colors to paint them. If the feathers require 288 g of wax and right now he just needs 260 g How many grams of wax does he already have?,28,"To find out how many grams of wax he already has, we need to subtract the amount he still needs from the total amount required.  Total amount of wax required = 288 g Amount of wax he still needs = 260 g  Amount of wax he already has = Total amount of wax required - Amount of wax he still needs Amount of wax he already has = 288 g - 260 g Amount of wax he already has = 28 g  Therefore, he already has 28 grams of wax.  # 28",,28.0
Paul had 21 books. After selling some in a garage sale he bought 42 new ones. If he has 15 books now How many more books did he sell than he bought?,6,"Let's denote the number of books Paul sold as $x$. Initially, Paul had 21 books, then he sold $x$ books, and finally bought 42 new ones. So, the total number of books he had before selling any was $21$, then after selling $x$ books and buying 42 new ones, he had $21 - x + 42 = 63 - x$ books.  We are given that he now has 15 books, so we can write the equation $63 - x = 15$ to find the value of $x$.  Solving for $x$: $63 - x = 15$ $x = 63 - 15$ $x = 48$  Therefore, Paul sold 48 books.  To find how many more books he sold than he bought, we need to calculate the difference between the number of books he sold and the number of books he bought, which is $48 - 42 = 6$.  So, Paul sold 6 more books than he bought.   #6",,6.0
"Julia played tag with 9 kids on monday, 7 kids on tuesday and 96 kids on wednesday. How many more kids did she play with on monday than on tuesday?",2,"To find out how many more kids Julia played with on Monday than on Tuesday, we need to calculate the difference in the number of kids she played with on each day.  Number of kids on Monday = 9 Number of kids on Tuesday = 7  Difference = 9 - 7 = 2  Therefore, Julia played with 2 more kids on Monday than on Tuesday.  # 2",,2.0
There are 65 baskets of peaches. Each basket has 7 red peaches and 3 green peaches. How many peaches are in each basket?,10,"Let's denote the number of red peaches in each basket as $r$ and the number of green peaches in each basket as $g$. We are given that there are 65 baskets in total, and each basket has 7 red peaches and 3 green peaches. Therefore, we have the following system of equations:  $r + g = 10$ (since each basket has a total of 10 peaches) $65r = 7 \times 65$ (total number of red peaches in all baskets) $65g = 3 \times 65$ (total number of green peaches in all baskets)  Solving the first equation for $r$, we get $r = 10 - g$. Substituting this into the second equation, we have:  $65(10 - g) = 7 \times 65$  Solving for $g$:  $650 - 65g = 455$  $-65g = -195$  $g = 3$  Substitute $g = 3$ back into $r = 10 - g$:  $r = 10 - 3$  $r = 7$  Therefore, each basket has 7 red peaches and 3 green peaches.  # $7$",,7.0
You had 14 bags with equal number of cookies. If you had 28 cookies and 86 candies in total How many bags of cookies do you have?,2,"Let's denote the number of cookies in each bag as $x$. Since there are 14 bags with an equal number of cookies, the total number of cookies is $14x$.  Given that there are 28 cookies in total, we have the equation: $14x = 28$  Solving for $x$: $x = \frac{28}{14} = 2$  Therefore, each bag contains 2 cookies.  To find the number of bags of cookies, we can divide the total number of cookies by the number of cookies in each bag: Number of bags $= \frac{28}{2} = 14$  So, you have 14 bags of cookies.  # 14",,14.0
Carol was sending out birthday invitations to her friends. Each package of invitations she bought had 14 invitations in it and she bought 6 packs. Then she bought 11 extra invitations. How many friends can she invite?,95,"To find out how many friends Carol can invite, we first need to calculate the total number of invitations she has.  She bought 6 packs of invitations, with each pack containing 14 invitations. So, the total number of invitations from the packs is $6 \times 14 = 84$ invitations.  In addition to the packs, Carol bought 11 extra invitations. Therefore, the total number of invitations she has is $84 + 11 = 95$ invitations.  Since each friend will receive one invitation, Carol can invite 95 friends.  # 95",,95.0
Baker made 155 cakes. If his friend bought 140 cakes from him How many cakes would baker still have?,15,"To find out how many cakes Baker would still have after his friend bought 140 cakes, we need to subtract the number of cakes bought by his friend from the total number of cakes Baker made.  Total number of cakes made by Baker = 155 Number of cakes bought by Baker's friend = 140  Number of cakes Baker would still have = Total number of cakes made by Baker - Number of cakes bought by Baker's friend Number of cakes Baker would still have = 155 - 140 Number of cakes Baker would still have = 15  Therefore, Baker would still have 15 cakes left.  # 15",,15.0
A grocery store had 22 bottles of regular soda and 61 bottles of diet soda. How many more bottles of diet soda than regular soda did they have?,39,"To find out how many more bottles of diet soda than regular soda the store had, we need to subtract the number of regular soda bottles from the number of diet soda bottles.  Number of diet soda bottles - Number of regular soda bottles = Difference  61 - 22 = Difference  Difference = 39  Therefore, the store had 39 more bottles of diet soda than regular soda.  # 39",,39.0
"A grocery store had 36 apples, 80 bottles of regular soda and 54 bottles of diet soda. How many more bottles than apple did they have?",98,"To find out how many more bottles of soda they had than apples, we need to calculate the total number of bottles of soda and then subtract the number of apples.  Total number of bottles of soda = 80 (regular soda) + 54 (diet soda) = 134 bottles  Number of bottles more than apples = 134 - 36 = 98 bottles  # 98",,98.0
Ryan learns english and chinese for 7 days. Every day he spends 4 hours on learning english and 5 hours on learning chinese. How many hours does he spend on learning english and chinese in all?,63,"To find the total number of hours Ryan spends on learning English and Chinese in 7 days, we first calculate the total number of hours he spends on each subject per day.  For English: Ryan spends 4 hours per day learning English.  For Chinese: Ryan spends 5 hours per day learning Chinese.  To find the total number of hours Ryan spends on learning English and Chinese in one day, we add the hours spent on each subject: Total hours per day = Hours spent on English + Hours spent on Chinese Total hours per day = 4 hours + 5 hours Total hours per day = 9 hours  Since Ryan learns for 7 days, we multiply the total hours per day by the number of days: Total hours in 7 days = Total hours per day * Number of days Total hours in 7 days = 9 hours/day * 7 days Total hours in 7 days = 63 hours  Therefore, Ryan spends 63 hours on learning English and Chinese in 7 days.  # 63 hours",,63.0
Debby drinks 6 bottles a day. If she bought a total of 12 water bottles How many days would they last her?,2,"To find out how many days the 12 water bottles would last Debby, we need to divide the total number of bottles by the number of bottles she drinks per day.  Total number of bottles = 12 Number of bottles she drinks per day = 6  Number of days the 12 bottles would last = Total number of bottles / Number of bottles she drinks per day Number of days = 12 / 6 Number of days = 2  Therefore, the 12 water bottles would last Debby for 2 days.  # 2",,2.0
David did 44 push-ups in gym class today. David did 9 more push-ups than Zachary. How many push-ups did Zachary do?,35,"Let's denote the number of push-ups Zachary did as $x$. We are given that David did 44 push-ups, which is 9 more than Zachary, so we can write the equation:  $x + 9 = 44$  Subtracting 9 from both sides gives us:  $x = 35$  Therefore, Zachary did $\boxed{35}$ push-ups.  # 35",,35.0
Mom buys 51 white t - shirts. If white t - shirts can be purchased in packages of 3 How many packages will she have?,17,"To find out how many packages of white t-shirts Mom will have, we need to divide the total number of white t-shirts by the number of t-shirts in each package.  Total number of white t-shirts = 51 Number of t-shirts in each package = 3  Number of packages = Total number of white t-shirts / Number of t-shirts in each package Number of packages = 51 / 3 Number of packages = 17  Therefore, Mom will have 17 packages of white t-shirts.  # 17",,17.0
During summer break 907611 kids from Lawrence county stay home and the other 455682 kids go to camp. About how many kids are in Lawrence county?,1363293,"To find the total number of kids in Lawrence county, we need to add the number of kids staying home and the number of kids going to camp.  Total number of kids in Lawrence county = Number of kids staying home + Number of kids going to camp  Total number of kids in Lawrence county = 907611 + 455682  Total number of kids in Lawrence county = 1368293  # 1368293",,1368293.0
Danny collects bottle caps and wrappers. He found 66 wrappers and 39 bottle caps at the park. Now he has 16 bottle caps and 68 wrappers in his collection. How many wrappers did danny have at first?,2,"Let's denote the number of wrappers Danny had at first as $x$.   Initially, Danny had 39 bottle caps and 66 wrappers. After collecting more, he ended up with 16 bottle caps and 68 wrappers.   This means he gained $16 - 39 = -23$ bottle caps and $68 - 66 = 2$ wrappers.   Since we know that the total number of bottle caps gained is equal to the total number of bottle caps lost, we can set up the equation:   $-23 = 16 - 39$  Solving for $x$:  $-23 = 16 - 39$  $-23 = -23$  This equation is true, which means our initial assumption that the number of wrappers Danny had at first is correct.  Therefore, Danny had $x = 66 + 2 = 68$ wrappers at first.  # 68",,68.0
After Jessie started to go jogging everyday she lost 35 kilograms. She weighed 69 kilograms before beginning jogging. How much does she weigh now?,34,"Let $x$ be the weight of Jessie now. We know that she weighed 69 kilograms before starting jogging and lost 35 kilograms, so her weight after jogging can be represented as $x = 69 - 35$.  Therefore, $x = 34$.  #  34",,34.0
Josh had 20 marbles in his collection. He gave 2 marbles to Jack. How many marbles does Josh have now?,18,"Let's solve this problem step by step.  Josh had 20 marbles in his collection. Josh gave 2 marbles to Jack.  To find out how many marbles Josh has now, we need to subtract the marbles he gave away from the total he had initially.  Total marbles Josh has now = Total marbles Josh had - Marbles given away Total marbles Josh has now = 20 - 2 Total marbles Josh has now = 18  Therefore, Josh now has 18 marbles.  # 18",,18.0
Zachary did 15 push-ups in gym class today. David did 39 more push-ups than Zachary. John did 9 push-ups less than David. How many more push-ups did Zachary do than John?,30,"Let's first find out how many push-ups David and John did.  David did 15 + 39 = 54 push-ups.  John did 54 - 9 = 45 push-ups.  Now, let's find out how many more push-ups Zachary did than John.  Zachary did 15 push-ups.  So, Zachary did 15 - 45 = -30 push-ups more than John.  However, since we are looking for the absolute difference, we take the absolute value of -30, which is 30.  Therefore, Zachary did 30 more push-ups than John.  # 30",,30.0
Lewis earns $ 368 every week during the 1359 weeks of harvest. If he has to pay $ 388 rent every week How much money does he pay as rent during the harvest season?,527292,"To find out how much money Lewis pays as rent during the harvest season, we need to multiply the amount he pays for rent each week by the number of weeks in the harvest season.  Lewis pays $388 in rent every week for 1359 weeks.  Therefore, the total amount of money Lewis pays as rent during the harvest season is: $388/week * 1359 weeks = $526,692.  # $526,692",,526692.0
Winter is almost here and most animals are migrating to warmer countries. There are 18 bird families living near the mountain. If 38 bird families flew away to africa and 80 bird families flew away to asia How many bird families flew away for the winter?,118,"To find the total number of bird families that flew away for the winter, we need to add the number of bird families that flew to Africa and the number of bird families that flew to Asia.  Given: Number of bird families near the mountain = 18 Number of bird families that flew to Africa = 38 Number of bird families that flew to Asia = 80  Total number of bird families that flew away for the winter = Number that flew to Africa + Number that flew to Asia Total number = 38 + 80 Total number = 118  Therefore, 118 bird families flew away for the winter.  # 118",,118.0
Mary is baking a cake. The recipe calls for 11 cups of sugar 6 cups of flour and 9 cups of salt. She already put in 12 cups of flour. How many more cups of sugar than cups of salt does she need to add now?,2,"To find out how many more cups of sugar than cups of salt Mary needs to add now, we first need to determine how many cups of sugar and salt she has already added.  Mary has already put in 12 cups of flour, so she still needs 6 - 12 = -6 cups of flour. Since she can't remove flour, we consider this as 0 cups of flour needed.  Mary needs 11 cups of sugar, but she has not added any yet. So, she still needs to add 11 cups of sugar.  Mary needs 9 cups of salt, but she has not added any yet. So, she still needs to add 9 cups of salt.  Now, we can compare the amount of sugar and salt she still needs to add:  11 cups of sugar - 9 cups of salt = 2 cups  Therefore, Mary needs to add 2 more cups of sugar than cups of salt.   # 2",,2.0
Jessie weighed 114 kilograms. After she started to go jogging everyday she lost 50 kilograms in the first week and 60 kilograms in the second week. How much does she weigh now?,4,"Let's calculate Jessie's weight after each week of jogging:  Initial weight = 114 kg  Weight lost in the first week = 50 kg Weight after the first week = 114 kg - 50 kg = 64 kg  Weight lost in the second week = 60 kg Weight after the second week = 64 kg - 60 kg = 4 kg  So, Jessie now weighs 4 kilograms.  # 4 kg",,4.0
Jesse's room is 7 feet long. If she needs a carpet of size 14 square feet What is the width of her room?,2,"Let the width of Jesse's room be \(w\) feet.  The area of a rectangle is given by the formula: \[ \text{Area} = \text{length} \times \text{width} \]  Given that the length of the room is 7 feet and the area needed for the carpet is 14 square feet, we have: \[ 7 \times w = 14 \]  Solving for \(w\): \[ w = \frac{14}{7} = 2 \]  Therefore, the width of Jesse's room is 2 feet.  # \( w = 2 \)",,2.0
A farmer had 175 tomatoes and 77 potatoes in his garden. If he picked 172 potatoes How many tomatoes and potatoes does he have left?,80,"Let's calculate the number of tomatoes and potatoes the farmer has left after picking 172 potatoes.  Initially, the farmer had: - Tomatoes: 175 - Potatoes: 77  After picking 172 potatoes, the number of potatoes left will be: 77 (initial potatoes) - 172 (picked potatoes) = -95  This negative value doesn't make sense, so let's reevaluate the problem.  Let's assume the farmer picked 77 potatoes instead of 172. In this case, the number of potatoes left will be: 77 (initial potatoes) - 77 (picked potatoes) = 0  Now, the number of tomatoes left will be: 175 (initial tomatoes) - 0 (picked potatoes) = 175  Therefore, the farmer has 175 tomatoes and 0 potatoes left.  # 175, 0",,0.0
The Ferris wheel in paradise park has 3 small seats and 7 large seats. Each small seat can hold 16 people and large seat can hold 12 people. How many people can ride the Ferris wheel on large seats?,84,"Let's first calculate the total capacity of the Ferris wheel in terms of people that can be accommodated by small seats and large seats.  Total capacity of small seats = 3 small seats * 16 people per small seat = 48 people Total capacity of large seats = 7 large seats * 12 people per large seat = 84 people  Total capacity of the Ferris wheel = Total capacity of small seats + Total capacity of large seats Total capacity of the Ferris wheel = 48 people + 84 people = 132 people  Therefore, the Ferris wheel can accommodate 132 people in total. To find out how many people can ride on the large seats, we need to subtract the number of people that can ride on the small seats from the total capacity.  Number of people that can ride on large seats = Total capacity of the Ferris wheel - Total capacity of small seats Number of people that can ride on large seats = 132 people - 48 people = 84 people  # 84",,84.0
Bobby had 22 pieces of candy. He ate some pieces of candy. Then he ate 5 more. If he still has 8 pieces of candy left How many pieces of candy had he eaten at the start?,9,"Let's denote the number of pieces of candy Bobby ate at the start as $x$.   After eating some pieces of candy, Bobby had $22 - x$ pieces left. Then he ate 5 more, so he had $22 - x - 5$ pieces left. We are told that he still has 8 pieces of candy left, so we have the equation:  $22 - x - 5 = 8$  Solving for $x$:  $22 - x - 5 = 8$  $17 - x = 8$  $-x = 8 - 17$  $-x = -9$  $x = 9$  Therefore, Bobby had eaten 9 pieces of candy at the start.  # 9",,9.0
There are 2 baskets of peaches. Each basket has 4 red peaches and some more green peaches. If there are a total of 12 peaches in all baskets How many green peaches are in each basket?,2,"Let the number of green peaches in each basket be represented by $x$.   Since each basket has 4 red peaches, the total number of red peaches in both baskets is $2 \times 4 = 8$.  The total number of green peaches in both baskets is $2x$.  Given that the total number of peaches in both baskets is 12, we can write the equation: $8 + 2x = 12$  Solving for $x$: $2x = 12 - 8$ $2x = 4$ $x = 2$  Therefore, there are 2 green peaches in each basket.  #  2",,2.0
Baker made some cakes. He sold 145 of them. If he still has 72 cakes left How many cakes did baker make?,217,"Let's denote the total number of cakes Baker made as $x$.   Baker sold 145 cakes and still has 72 cakes left, so the total number of cakes he made can be calculated as follows:  $x = 145 + 72$  $x = 217$  Therefore, Baker made 217 cakes.  #217",,217.0
David did 40 more push-ups but 17 less crunches than Zachary in gym class today. If Zachary did 34 push-ups and 62 crunches How many crunches did David do?,45,"Let's denote the number of push-ups David did as $D$ and the number of crunches David did as $C$. We are given that David did 40 more push-ups than Zachary, so we have the equation $D = 34 + 40 = 74$.  We are also given that David did 17 less crunches than Zachary, so we have the equation $C = 62 - 17 = 45$.  Therefore, David did 45 crunches.   # $45$",,45.0
Olivia spent 78 dollars at a supermarket. If she has 33 dollars left with her How much money did she have initially?,111,"Let's denote Olivia's initial amount of money as \( x \) dollars.  Olivia spent 78 dollars at the supermarket, so she had \( x - 78 \) dollars left after shopping.  We are given that Olivia has 33 dollars left, so we have the equation:  \[ x - 78 = 33 \]  Solving for \( x \):  \[ x = 33 + 78 \] \[ x = 111 \]  Therefore, Olivia initially had 111 dollars.  #  # 111",,111.0
Bobby ate 17 pieces of candy. Then he ate 15 more. If he initially had 36 pieces of candy How many pieces of candy does he still have left?,4,"To find out how many pieces of candy Bobby has left, we first need to calculate how many pieces he ate in total.  Bobby initially had 36 pieces of candy. He ate 17 pieces first, then 15 more. So, the total number of pieces he ate is 17 + 15 = 32.  To find out how many pieces of candy he has left, we subtract the total number of pieces he ate from the initial amount he had. 36 - 32 = 4  Therefore, Bobby has 4 pieces of candy left.  # 4",,4.0
An industrial machine made 13 shirts yesterday and 3 shirts today. It can make 8 shirts a minute. How many minutes did the machine work in all?,2,"To find the total number of minutes the machine worked, we first need to find the total number of shirts it made.  Total number of shirts = 13 + 3 = 16 shirts  Next, we can find the total time taken to make these shirts by dividing the total number of shirts by the rate at which the machine can make shirts.  Total time = Total number of shirts / Shirts per minute Total time = 16 shirts / 8 shirts per minute Total time = 2 minutes  Therefore, the machine worked for a total of 2 minutes.  # 2",,2.0
They decided to hold the party in their backyard. They have 12 sets of tables and each set has 14 chairs. There are also 6 chairs extra. How many chairs do they have for the guests?,174,"To find the total number of chairs available for the guests, we first need to calculate the total number of chairs in the sets of tables.  Each set of tables has 14 chairs, and there are 12 sets of tables. So, the total number of chairs in the sets of tables is: $14 \text{ chairs/set} \times 12 \text{ sets} = 168 \text{ chairs}$  In addition to the chairs in the sets of tables, there are 6 extra chairs.   Therefore, the total number of chairs available for the guests is: $168 \text{ chairs (sets of tables)} + 6 \text{ extra chairs} = 174 \text{ chairs}$  #174",,174.0
Adam has 10 apples. Jackie has 2 apples. How many more apples does Adam have than Jackie?,8,"To find out how many more apples Adam has than Jackie, we subtract the number of apples Jackie has from the number of apples Adam has.  Adam has 10 apples and Jackie has 2 apples.  Therefore, Adam has $10 - 2 = 8$ more apples than Jackie.  # 8",,8.0
Jake has 7 fewer peaches than Steven and 9 more peaches than Jill. Steven has 16 peaches. How many peaches does Jake have?,9,"Let's denote the number of peaches Jake has as $J$, the number of peaches Steven has as $S$, and the number of peaches Jill has as $L$.  From the information given, we have the following relationships: 1. $J = S - 7$ 2. $J = L + 9$ 3. $S = 16$  Substitute the value of $S$ from equation 3 into equations 1 and 2: 1. $J = 16 - 7$ 2. $J = L + 9$  Now, we can solve for $J$ by substituting the value of $S$ into equation 1: $J = 16 - 7 = 9$  Therefore, Jake has $\boxed{9}$ peaches.  # 9",,9.0
Dan has $ 5. He bought a candy bar for $ 2 and a chocolate for $ 3. How much money did he spend to buy chocolate than he did to buy candy bar?,1,"Let's denote the cost of the candy bar as $2 and the cost of the chocolate as $3.  To find out how much more money Dan spent on the chocolate than the candy bar, we need to calculate the difference between the cost of the chocolate and the cost of the candy bar.  Difference = Cost of chocolate - Cost of candy bar Difference = $3 - $2 Difference = $1  Therefore, Dan spent $1 more to buy the chocolate than he did to buy the candy bar.  # $1",,1.0
There are 8 different movies and 21 different books in the ' crazy silly school ' series. If you read 7 of the books and watched 4 of the movies How many more movies do you still have to watch?,4,"To find out how many more movies you still have to watch, we first need to determine how many movies are left after watching 4 of them.  Total number of movies = 8 Movies watched = 4  Movies left to watch = Total number of movies - Movies watched Movies left to watch = 8 - 4 Movies left to watch = 4  Therefore, you still have to watch 4 more movies.  # 4",,4.0
White t - shirts can be purchased in packages of 13. If mom buys 39 white t - shirts How many packages will she have?,3,"To find out how many packages of white t-shirts mom will have, we need to divide the total number of t-shirts by the number of t-shirts in each package.  Given that white t-shirts can be purchased in packages of 13 and mom buys 39 white t-shirts, we can calculate the number of packages mom will have by dividing 39 by 13.  Number of packages = 39 / 13 = 3  Therefore, mom will have 3 packages of white t-shirts.  # 3",,3.0
Julia played tag with 19 kids on monday. She played tag with 18 kids on tuesday. She spent a total of 38 hours to play tag on both days. How many more kids did she play with on monday than on tuesday?,1,"Let's denote the number of kids Julia played with on Monday as $x$ and the number of kids she played with on Tuesday as $y$.  From the given information, we have the following system of equations: 1. $x + y = 19$ (Julia played with 19 kids on Monday) 2. $x + y = 18$ (Julia played with 18 kids on Tuesday) 3. $x + y = 38$ (Julia spent a total of 38 hours playing tag on both days)  From equations 1 and 2, we can see that $x = 19 - y$ and $x = 18 - y$. Since both expressions are equal to $x$, we can set them equal to each other: $19 - y = 18 - y$  Solving for $y$: $19 - y = 18 - y$ $19 = 18$  This is a contradiction, which means there is no solution to the system of equations provided. This implies that there was an error in the information given in the question.",,18.0
3 birds and 4 storks were sitting on the fence. 6 more storks came to join them. How many birds and storks are sitting on the fence?,13,"Let's denote the number of birds as $b$ and the number of storks as $s$.  From the information given, we have the following two equations: 1. $b + s = 3 + 4$ (initially, there were 3 birds and 4 storks on the fence) 2. $b + s + 6 = 3 + 4 + 6$ (after 6 more storks joined them)  Solving these equations simultaneously, we get: $b + s = 7$ $b + s + 6 = 13$  Subtracting the first equation from the second equation, we get: $6 = 13 - 7$ $6 = 6$  Therefore, there are 7 birds and 6 + 4 = 10 storks sitting on the fence.  # 7 birds and 10 storks are sitting on the fence.",,10.0
He then went to see the oranges being harvested. He found out that they harvest 16 sacks per day and that each sack containes 57 oranges. How many days will it take to harvest 80 sacks of oranges?,5,"To find out how many days it will take to harvest 80 sacks of oranges, we first need to calculate the total number of oranges in 80 sacks.  Since each sack contains 57 oranges, the total number of oranges in 80 sacks is: $57 \text{ oranges/sack} \times 80 \text{ sacks} = 4560 \text{ oranges}$  Now, we know that they harvest 16 sacks per day. To find out how many days it will take to harvest 80 sacks, we divide the total number of sacks by the number of sacks harvested per day: $80 \text{ sacks} \div 16 \text{ sacks/day} = 5 \text{ days}$  Therefore, it will take 5 days to harvest 80 sacks of oranges.  # 5",,5.0
Adam has 3 more apples than jackie. Adam has 9 apples. How many apples does Jackie have?,6,"Let's denote the number of apples Jackie has as $x$. We are given that Adam has 3 more apples than Jackie, so we can write an equation based on this information:  Adam's apples = Jackie's apples + 3  Given that Adam has 9 apples, we can substitute this into the equation:  9 = x + 3  Now, we can solve for $x$:  x = 9 - 3 x = 6  Therefore, Jackie has 6 apples.  # 6",,6.0
An industrial machine can make 3 shirts per minute. It made 6 shirts in all. How many minutes was the machine working?,2,"Let $x$ be the number of minutes the machine was working.  The machine makes 3 shirts per minute, so the total number of shirts made is $3x$.  Given that the machine made 6 shirts in total, we have the equation $3x = 6$.  Solving for $x$: $3x = 6$ $x = \frac{6}{3}$ $x = 2$  Therefore, the machine was working for 2 minutes.  #  2",,2.0
Allan brought 5 balloons. If Allan and Jake brought total of 6 balloons to the park How many balloons did Jake bring to the park?,1,"Let's denote the number of balloons Jake brought to the park as $x$. Since Allan brought 5 balloons, the total number of balloons brought by Allan and Jake is $5 + x$. According to the given information, the total number of balloons brought by Allan and Jake is 6. Therefore, we have the equation:  $5 + x = 6$  Solving for $x$:  $x = 6 - 5$  $x = 1$  Therefore, Jake brought 1 balloon to the park.  # 1",,1.0
After resting they decided to go for a swim. The depth of the water is 9 times Dean's height. If Ron is 15 feet tall and Dean is 6 feet shorter than Ron How deep was the water?,81,"Let's first find Dean's height. Since Dean is 6 feet shorter than Ron, Dean's height is \(15 - 6 = 9\) feet.  Given that the depth of the water is 9 times Dean's height, we can calculate the depth of the water as \(9 \times 9 = 81\) feet.  #\(81\)",,81.0
"The grasshopper, the frog and the mouse had a jumping contest. The grasshopper jumped 39 inches. The grasshopper jumped 19 inches farther than the frog and the mouse jumped 12 inches lesser than the frog. How far did the mouse jump?",8,"Let the distance the frog jumped be \(x\) inches.  Given that the grasshopper jumped 19 inches farther than the frog, the grasshopper's jump distance is \(x + 19\) inches.  Given that the mouse jumped 12 inches lesser than the frog, the mouse's jump distance is \(x - 12\) inches.  We are given that the grasshopper jumped 39 inches, so we have the equation:  \[x + 19 = 39\]  Solving for \(x\):  \[x = 39 - 19\] \[x = 20\]  Therefore, the frog jumped 20 inches.  Now, to find the distance the mouse jumped:  \[x - 12 = 20 - 12\] \[x - 12 = 8\]  So, the mouse jumped 8 inches.  # \(8\)",,8.0
Tiffany was collecting cans for recycling. On monday she had 3 bags of cans. The next day she found 7 more bags of cans and 44 bags of bottles. How many bags of cans did she have altogether?,10,"To find out how many bags of cans Tiffany had altogether, we need to add the number of bags of cans she had on Monday to the number of bags she found the next day.  Tiffany had 3 bags of cans on Monday and found 7 more bags the next day. Therefore, the total number of bags of cans she had is:  3 bags (Monday) + 7 bags (next day) = 10 bags  So, Tiffany had 10 bags of cans altogether.  # 10",,10.0
Jerry had 2 action figures and 10 books on a shelf in his room. Later he added 4 more action figures to the shelf. How many more books than action figures were on his shelf?,4,"Initially, Jerry had 2 action figures and 10 books on the shelf, so there were 10 - 2 = 8 more books than action figures.  After adding 4 more action figures, the total number of action figures on the shelf is 2 + 4 = 6.  Now, the number of books is still 10.  So, the number of more books than action figures on the shelf is 10 - 6 = 4.  Therefore, there were 4 more books than action figures on Jerry's shelf.  # 4",,4.0
Winter is almost here and most animals are migrating to warmer countries. 86 bird families flew away for the winter from near a mountain. If there were 45 bird families living near the mountain initially How many more bird families flew away for the winter than those that stayed behind?,127,"Initially, there were 45 bird families living near the mountain. If 86 bird families flew away for the winter, the number of bird families that stayed behind can be calculated as follows:  Number of bird families that stayed behind = Total number of bird families - Number of bird families that flew away Number of bird families that stayed behind = 45 - 86 Number of bird families that stayed behind = -41  Since the number of bird families cannot be negative, it means that all the bird families living near the mountain flew away for the winter. Therefore, the number of bird families that flew away for the winter than those that stayed behind is:  Number of bird families that flew away more than those that stayed behind = 86 - 45 Number of bird families that flew away more than those that stayed behind = 41  Therefore, 41 more bird families flew away for the winter than those that stayed behind.   # 41",,41.0
There are 11 baskets of peaches. Each basket has 10 red peaches and 18 green peaches. How many peaches are in the baskets altogether?,308,"To find the total number of peaches in all the baskets, we first need to calculate the number of peaches in one basket and then multiply by the total number of baskets.  In one basket, there are 10 red peaches and 18 green peaches. So, the total number of peaches in one basket is 10 + 18 = 28 peaches.  Since there are 11 baskets in total, the total number of peaches in all the baskets is 28 peaches/basket * 11 baskets = 308 peaches.  # 308",,308.0
Adam has 9 apples. Jackie has 10 apples. How many more apples does Jackie have than Adam?,1,"To find out how many more apples Jackie has than Adam, we need to subtract the number of apples Adam has from the number of apples Jackie has.  Jackie has 10 apples and Adam has 9 apples.  Therefore, Jackie has 10 - 9 = 1 more apple than Adam.  # 1",,1.0
The school is planning a field trip. The school has 72 classrooms. There are 3 seats on each school bus. If there are a total of 111 students in the school How many buses are needed to take the trip?,37,"To find out how many buses are needed for the field trip, we first need to calculate the total number of seats available on the buses.  Since there are 72 classrooms and each classroom has 3 seats on the bus, the total number of seats available on the buses is: $72 \text{ classrooms} \times 3 \text{ seats/classroom} = 216 \text{ seats}$  Next, we need to calculate how many buses are needed to accommodate 111 students. Since each bus has 3 seats, the number of buses required can be calculated by dividing the total number of students by the number of seats per bus: $111 \text{ students} / 3 \text{ seats/bus} = 37 \text{ buses}$  Therefore, 37 buses are needed to take the field trip.  # 37",,37.0
Kelly has 80 nintendo games. She found 31 more nintendo games. How many does she need to give away so that she will have 6 games left?,105,"Let's denote the number of games Kelly needs to give away as $x$. Initially, Kelly has 80 games, then she found 31 more games, so she has a total of $80 + 31 = 111$ games. After giving away $x$ games, she will have $111 - x$ games left.  According to the problem, Kelly will have 6 games left after giving away $x$ games. Therefore, we have the equation:  $111 - x = 6$  Solving for $x$:  $x = 111 - 6$  $x = 105$  So, Kelly needs to give away 105 games.  #  105",,105.0
Paco had 40 cookies. He ate 2 of them. Then he bought 37 more cookies How many cookies did Paco have left?,75,"Initially, Paco had 40 cookies. After eating 2 cookies, he had 40 - 2 = 38 cookies left. Then, he bought 37 more cookies, so he had 38 + 37 = 75 cookies in total.  # Paco had 75 cookies left.",,75.0
Mary is baking a cake. The recipe calls for 6 cups of sugar and 9 cups of flour. She already put in 2 cups of flour. How many more cups of flour than cups of sugar does she need to add now?,1,"To find out how many more cups of flour Mary needs to add compared to sugar, we first need to calculate how many cups of flour she needs in total and how many cups of sugar she already has.  Mary needs 9 cups of flour in total, and she has already put in 2 cups. So, she still needs to add 9 - 2 = 7 cups of flour.  Mary needs 6 cups of sugar in total, and she has not added any yet.  To find out how many more cups of flour than cups of sugar Mary needs to add, we subtract the cups of sugar from the cups of flour needed:  7 cups of flour - 6 cups of sugar = 1 cup  Therefore, Mary needs to add 1 more cup of flour than cups of sugar.   # 1",,1.0
Paul got a box of 457 erasers and 617 crayons for his birthday. At the end of the school year he only had 523 crayons left while not having lost a single eraser. How many more crayons than erasers did he have left?,66,"Let's first find out how many crayons Paul started with by subtracting the number of crayons he had left at the end of the school year from the number he received on his birthday: 617 crayons - 523 crayons = 94 crayons  Now, we can find out how many more crayons than erasers Paul had left by subtracting the number of erasers he received from the number of crayons he had left: 94 crayons - 457 erasers = -363  Since the result is negative, it means that Paul had 363 more erasers than crayons left at the end of the school year.  # -363",,363.0
